名称,品牌,商圈,商圈距离m,own_S,D,P,D×P,商圈中位D×P,uplift,低证据点,采用
春莱ChunLai泰式奶茶(龙湖天街铂金岛店),春莱,龙湖宁波鄞州天街,29,1.4,4.2,0.2612,1.097,1.081,1.015,,Y
蜜雪冰城(深蓝公寓店),蜜雪冰城,迪信通E10广场,104,2.5,2.6,0.7177,1.866,1.805,,,
蜜雪冰城(宁波华侨城店),蜜雪冰城,鄞峰商场,889,2.5,4.0,0.9224,3.69,2.481,,,
古茗(宁波华侨城店),古茗,鄞峰商场,691,2.2,3.2,0.5575,1.784,2.481,,,
瑞幸咖啡(明晨大厦店),瑞幸,龙湖宁波鄞州天街,282,2.2,5.0,0.7782,3.891,1.081,3.6002,,Y
瑞幸咖啡(华侨城·明珠阁店),瑞幸,鄞峰商场,701,2.2,3.2,0.5574,1.784,2.481,,,
luckin coffee 瑞幸咖啡(宁兴·天润商座店),瑞幸,鄞峰商场,406,2.2,3.4,0.9346,3.178,2.481,,,
古茗(鄞州明楼朝晖路),古茗,惊驾路特色美食街,188,2.2,5.4,0.4295,2.319,2.39,,,
蜜雪冰城(宁波鄞州朝晖路店),蜜雪冰城,惊驾路特色美食街,193,2.5,5.4,0.4558,2.461,2.39,,,
春莱·老挝冰咖啡·泰式奶茶(方圆中心店),春莱,方圆中心,297,1.4,6.6,0.8477,5.595,5.747,,,
喜茶(宁波儿童公园店),喜茶,万悦集,27,2.0,1.2,0.4752,0.57,0.477,,,
茶百道(儿童公园店),茶百道,万悦集,19,1.8,1.2,0.3522,0.423,0.477,,,
CHAGEE霸王茶姬(万悦集店),霸王茶姬,万悦集,15,2.0,1.2,0.3695,0.443,0.477,,,
瑞幸咖啡新材料(国际)创新中心A区,瑞幸,迪信通E10广场,438,2.2,1.8,0.9691,1.744,1.805,,Y,
古茗(鄞州儿童公园店),古茗,万悦集,0,2.2,1.2,0.4254,0.51,0.477,,,
1点点(朝晖店),一点点,惊驾路特色美食街,190,1.6,5.4,0.291,1.571,2.39,,,
CHAGEE霸王茶姬(浙江宁波鄞州金沙码头奥莱公园店),霸王茶姬,奥特莱斯体验街区(金沙码头奥莱公园店),15,2.0,1.2,0.6824,0.819,0.648,,,
古茗(鄞州区梅景路),古茗,奥特莱斯体验街区(金沙码头奥莱公园店),638,2.2,0.8,0.5335,0.427,0.648,,,
蜜雪冰城(金沙奥莱店),蜜雪冰城,奥特莱斯体验街区(金沙码头奥莱公园店),35,2.5,1.2,0.7759,0.931,0.648,,,
CoCo都可(颐高数码店),CoCo,惊驾路特色美食街,310,1.8,5.4,0.7517,4.059,2.39,,,
1点点(宁波智慧园店),一点点,迪信通E10广场,343,1.6,2.6,0.9144,2.377,1.805,,Y,
蜜雪冰城(梅景路店),蜜雪冰城,奥特莱斯体验街区(金沙码头奥莱公园店),634,2.5,0.8,0.5963,0.477,0.648,,,
CoCo都可(鄞州花园里店),CoCo,宁波鄞州花园里,179,1.8,5.0,0.9734,4.867,4.991,,,
爷爷不泡茶NOYEYENOTEA(宁波鄞州k11店),爷爷不泡茶,THE PARK by K11 Select购物艺术中心,28,2.0,3.6,0.8276,2.979,3.5,,,
蜜雪冰城(宁波大学云创店),蜜雪冰城,云创1986青年小镇,69,2.5,2.0,0.7519,1.504,0.931,,,
奈雪的茶(宁波天一广场),奈雪,天一广场步行街,60,1.8,27.8,0.3757,10.445,9.999,,,
古茗(鄞州人民医院店),古茗,宁波鄞州花园里,426,2.2,5.2,0.9835,5.114,4.991,,,
茉莉奶白(宁波天一广场店),茉莉奶白,酷购商城B馆,146,1.5,28.2,0.3551,10.015,10.015,,,
茶百道(宁波天一广场店),茶百道,银泰百货(宁波东门店),194,1.8,14.8,0.7321,10.836,10.836,,,
喜茶(宁波印象城店),喜茶,宁波鄞州印象城,42,2.0,2.6,0.5445,1.416,1.104,1.2823,,Y
茉莉奶白(THE PARK by K11 Select购物艺术中心店),茉莉奶白,THE PARK by K11 Select购物艺术中心,113,1.5,5.2,0.7724,4.017,3.5,,,
CHAGEE霸王茶姬(宁波鄞州K11店),霸王茶姬,THE PARK by K11 Select购物艺术中心,150,2.0,4.4,0.7956,3.5,3.5,,,
古茗(海曙东鼓道二店),古茗,东鼓道地下商业街B1-45-1B,7,2.2,17.2,0.6889,11.848,11.848,,,
蜜雪冰城(东裕店),蜜雪冰城,十里街区夜市街,15,2.5,1.6,1.0,1.6,1.6,,Y,
古茗(江北宁波大学店),古茗,云创1986青年小镇,42,2.2,2.0,0.4673,0.935,0.931,,,
蜜雪冰城(天一广场店),蜜雪冰城,天一广场步行街,71,2.5,28.2,0.4736,13.357,9.999,,,
霸王茶姬(鄞州印象城店),霸王茶姬,宁波鄞州印象城,69,2.0,2.8,0.3943,1.104,1.104,1.0,,Y
茉酸奶(宁波鄞州印象城店),茉酸奶,宁波鄞州印象城,63,1.6,2.8,0.356,0.997,1.104,0.9029,,Y
蜜雪冰城(宁波鄞州印象城店),蜜雪冰城,宁波鄞州印象城,120,2.5,4.2,0.7411,3.113,1.104,2.8196,,Y
古茗(天一广场店),古茗,宁波天一广场,107,2.2,25.0,0.5033,12.583,12.583,,,
CoCo都可(宁波鄞州印象城店),CoCo,宁波鄞州印象城,80,1.8,2.6,0.3815,0.992,1.104,0.8986,,Y
茶百道(宁波江北宁大云创店),茶百道,云创1986青年小镇,47,1.8,2.0,0.3999,0.8,0.931,,,
MoreYogurt茉酸奶(宁波天一广场店),茉酸奶,天一广场步行街,92,1.6,27.0,0.3538,9.554,9.999,,,
益禾堂(宁波大学云创店),益禾堂,云创1986青年小镇,46,1.7,2.0,0.464,0.928,0.931,,,
喜茶(宁波天一悦沢店),喜茶,银泰百货(宁波天一店),127,2.0,21.0,0.5151,10.818,10.818,,,
沪上阿姨·精选茶饮(宁波北仑春晓店),沪上阿姨,宁波龙湖滟澜星街商业步行街,205,1.8,1.0,1.0,1.0,1.0,,Y,
沪上阿姨·精选茶饮(宁波海曙联丰路店),沪上阿姨,甬南食品商场(联丰店),433,1.8,3.6,1.0,3.6,3.6,,,
沪上阿姨·精选茶饮(宁波石碶北路店),沪上阿姨,洛兹商业广场,385,1.8,2.6,0.9392,2.442,2.509,,Y,
沪上阿姨·精选茶饮(宁波鄞州宁南北路店),沪上阿姨,聚亿商业中心,188,1.8,4.4,1.0,4.4,4.4,,,
沪上阿姨·精选茶饮(宁波鄞州横溪店),沪上阿姨,鄞南商业广场,545,1.8,0.8,1.0,0.8,0.8,,Y,
沪上阿姨·精选茶饮(宁波宁海上下桥店),沪上阿姨,宁海桃源广场,906,1.8,0.8,1.0,0.8,0.8,,Y,
沪上阿姨·精选茶饮(宁波慈溪掌起店),沪上阿姨,七彩商业广场,213,1.8,0.2,1.0,0.2,0.2,,Y,
城隍庙店(蜜雪冰城),蜜雪冰城,城隍庙商业步行街,26,2.5,18.8,0.6254,11.757,10.956,,,
古茗(宁波鼓楼2店),古茗,鼓楼步行街商城,97,2.2,13.6,0.7201,9.793,8.82,,,
麦记牛奶(宁波天一广场店),麦记牛奶,天一广场步行街,117,1.4,25.0,0.3633,9.083,9.999,,,
茶百道(海曙开明街店),茶百道,酷购商城B馆,124,1.8,29.0,0.3563,10.332,10.015,,,
茶百道(城隍庙店),茶百道,城隍庙商业步行街,56,1.8,17.6,0.6225,10.956,10.956,,,
古茗(南部商务区一店),古茗,红泰食品商场(宁波南部商务区店),30,2.2,85.4,0.3927,33.536,29.038,1.1549,,Y
CoCo都可(海曙鼓楼店),CoCo,鼓楼步行街商城,66,1.8,11.8,0.665,7.847,8.82,,,
古茗(海曙南塘老街店),古茗,南塘老街,179,2.2,1.0,0.7039,0.704,0.742,,,
CoCo都可(大来店),CoCo,莱迪数码时尚广场,64,1.8,20.6,0.6049,12.461,12.461,,,
LINLEE·手打柠檬茶(海曙天一广场店),LINLEE,国际购物中心,137,1.5,26.6,0.4626,12.306,12.306,,,
麦记牛奶(鄞州万达广场店),麦记牛奶,万达广场(宁波鄞州店),130,1.4,4.2,0.5631,2.365,4.098,,,
春莱chunlai泰式奶茶(D-G Line 东鼓道店),春莱,D-G Line 东鼓道,114,1.4,21.8,0.4503,9.817,9.817,,,
古茗(海曙城隍庙店),古茗,城隍庙商业步行街,39,2.2,18.0,0.5523,9.942,10.956,,,
古茗(海曙青林湾店),古茗,21码头商业街(二十一码头店),167,2.2,1.8,0.5949,1.071,0.982,,,
奈雪的茶(宁波鄞州万达PRO店),奈雪,万达广场(宁波鄞州店),37,1.8,7.4,0.6061,4.485,4.098,,,
CoCo都可(翠柏店),CoCo,高塘商场(西湾店),481,1.8,5.8,0.6144,3.563,3.816,,,
古茗(海曙区翠柏路店),古茗,高塘商场(西湾店),480,2.2,5.8,0.7016,4.069,3.816,,,
古茗(东钱湖东街店),古茗,钱湖邻里中心,872,2.2,1.6,1.0,1.6,1.6,,Y,
古茗(海曙粮丰街店),古茗,龙湖宁波海曙天街,487,2.2,3.4,0.9936,3.378,3.378,,,
古茗(江北洪塘中路店),古茗,新海德广场,609,2.2,0.8,1.0,0.8,0.8,,Y,
CoCo都可(南部商务区店),CoCo,红泰食品商场(宁波南部商务区店),90,1.8,73.0,0.2983,21.779,29.038,0.75,,Y
CoCo都可(宁波奥特莱斯店),CoCo,杉井奥特莱斯广场·宁波-IP Station,74,1.8,0.4,0.866,0.346,0.346,,Y,
蜜雪冰城(环球银泰店),蜜雪冰城,宁波环球银泰百货,10,2.5,37.2,0.3891,14.476,12.536,1.1548,,Y
古茗(海曙柳汀街店),古茗,宁波复悦城,158,2.2,3.0,0.8992,2.697,3.107,,,
CoCo都可(高鑫广场店),CoCo,高鑫广场,28,1.8,0.6,0.7298,0.438,0.46,,,
古茗(宁波万象城店),古茗,宁波万象城,135,2.2,2.8,0.9118,2.553,2.453,,Y,
麦记牛奶(宁波万象城店),麦记牛奶,宁波万象城,209,1.4,2.8,0.8402,2.353,2.453,,Y,
古茗(海曙大梁街店),古茗,新街商城(开明街店),130,2.2,29.8,0.3848,11.468,10.208,,,
古茗(江北北海南路店),古茗,万达百货(宁波江北店),794,2.2,2.4,1.0,2.4,2.4,,Y,
茶百道(宁波海曙南塘老街店),茶百道,南塘老街,155,1.8,1.8,0.8693,1.565,0.742,,Y,
宝圆圆·现炒珍珠奶茶(宁波城隍庙店),宝圆圆,城隍商城(县学街),5,1.3,23.8,0.6097,14.51,14.51,,,
奈雪的茶(宁波北仑富邦PRO店),奈雪,富邦世纪广场D区,63,1.8,2.8,0.827,2.315,2.355,,Y,
蜜雪冰城(南塘老街店),蜜雪冰城,南塘老街,145,2.5,1.0,0.7415,0.742,0.742,,,
古茗(海曙洛兹广场店),古茗,洛兹商业广场,144,2.2,3.6,0.7736,2.785,2.509,,,
古茗(鄞州首南句章路),古茗,阿福食品商场(环球城店),156,2.2,38.0,0.4525,17.194,16.389,,,
茶百道(宁波江北万达店),茶百道,万达广场(宁波江北店),112,1.8,4.0,0.4055,1.622,1.919,,,
古茗(宁波江北来福士4F店),古茗,宁波来福士广场,62,2.2,3.6,0.8073,2.906,2.906,,,
茶百道(北仑银泰店),茶百道,银泰城一期,54,1.8,1.6,0.8862,1.418,1.418,,Y,
古茗(宁波外滩店),古茗,外滩步行街,67,2.2,3.6,0.9534,3.432,2.676,,,
宝圆圆·现炒珍珠奶茶(西子国际店),宝圆圆,西子国际购物中心,58,1.3,0.6,1.0,0.6,0.6,,Y,
古茗(象山石浦三店),古茗,戴维钻石商业广场,427,2.2,0.2,0.9906,0.198,1.09,,Y,
沪上阿姨·精选茶饮(宁波海曙天一大梁街店),沪上阿姨,新街商城(开明街店),131,1.8,28.8,0.3107,8.947,10.208,,,
古茗(海曙阳光丽园店),古茗,银亿·都会广场,466,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(海曙印象城店),古茗,宁波海曙印象城,89,2.2,0.2,0.8356,0.167,0.167,,Y,
古茗(象山南屏路店),古茗,戴维钻石商业广场,147,2.2,2.0,0.9906,1.981,1.09,,Y,
古茗(鄞州宝龙店),古茗,宁波鄞州宝龙广场,99,2.2,3.4,0.7621,2.591,2.591,,,
蜜雪冰城(联盛广场店),蜜雪冰城,联盛广场B区,21,2.5,2.6,0.9551,2.483,2.483,,Y,
沪上阿姨·精选茶饮(宁波鄞州万达店),沪上阿姨,银泰百货(宁波鄞州店),115,1.8,6.6,0.8239,5.438,5.438,,,
麦记牛奶(宁波万象汇店),麦记牛奶,宁波万象汇,81,1.4,4.2,0.4915,2.064,2.064,,,
蜜雪冰城(江北万达金街店),蜜雪冰城,万达广场(宁波江北店),109,2.5,4.0,0.554,2.216,1.919,,,
古茗(江北天水广场店),古茗,天华世纪城,52,2.2,2.0,1.0,2.0,2.0,,Y,
蜜雪冰城(学府一号商业街内街C栋85号),蜜雪冰城,学府商业街,146,2.5,3.4,0.986,3.352,3.352,,,
古茗(高鑫广场店),古茗,高鑫广场,33,2.2,0.6,0.8039,0.482,0.46,,Y,
茶百道(青林湾店),茶百道,21码头商业街(二十一码头店),168,1.8,1.8,0.4961,0.893,0.982,,,
古茗(北仑高河塘店),古茗,印乐集(宁波北仑店),650,2.2,0.8,1.0,0.8,0.8,,Y,
CoCo都可(镇海吾悦广场店),CoCo,吾悦广场(宁波镇海店),29,1.8,2.0,0.6927,1.385,1.464,,,
蜜雪冰城(南部商务区水街店),蜜雪冰城,红泰食品商场(宁波南部商务区店),19,2.5,84.6,0.4382,37.073,29.038,1.2767,,Y
茶百道(宁波鄞州南商店),茶百道,物优家宁波旗舰中心(泰康中路店),126,1.8,57.8,0.4804,27.77,32.732,,,
茶百道(宁波海曙洛兹广场店),茶百道,洛兹商业广场,153,1.8,3.6,0.6969,2.509,2.509,,,
茶百道(宁波鄞州万达广场店),茶百道,万达广场(宁波鄞州店),0,1.8,6.6,0.6208,4.098,4.098,,,
CoCo都可(上林坊新店),CoCo,慈溪上林坊美食街,21,1.8,5.4,0.978,5.281,5.281,,,
古茗(镇海吾悦广场外街店),古茗,吾悦广场(宁波镇海店),10,2.2,2.0,0.7711,1.542,1.464,,,
蜜雪冰城(玛瑙大厦店),蜜雪冰城,外滩步行街,224,2.5,2.0,0.96,1.92,2.676,,Y,
